FSCL_YR,MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,AGRG_PYMT_AMT
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the agriculture and agri-food sector","Manitoba Rural Adaptation Council Winnipeg Man",2057118
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the agriculture and agri-food sector","Territorial Farmers' Association (TFA) Hay River NWT",166001
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the agriculture and agri-food sector","Yukon Agricultural Association (YAA) Whitehorse YT",256000
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural research in universities and other scientific organizations in Canada","Natural Sciences & Engineering Research Council of Canada Ottawa Ont",909818
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Agricorp Guelph Ont",85610582
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Agricultural Financial Services Corporation Lacombe Alta",167782118
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Agricultural Insurance Corporation Charlottetown PEI",4433852
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Albert Friesen Farms Inc Steinbach Man",107742
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Alexis Creek Ranch Alexis Creek BC",119220
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Anderson G Bethune Sask",111919
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Artel Farms Ltd Niverville Man",148718
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Bruce Farms Ltd Moosomin Sask",100107
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Claude & Terry Toner Ltd Grand Falls NB",113490
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Coldstream Ranch Ltd Coldstream BC",121860
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Crain Farms Ltd Piercemont NB",152563
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Creekbank Farms Ltd Clayhurst BC",106249
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","David Pizzey Ltd Binscarth Man",175912
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Douglas Lake Cattle Company Douglas Lake BC",375120
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Eagle Farm Ltd Grand Falls NB",166970
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Eggerman Farms Ltd Watson Sask",152030
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Ellingson P Carnduff Sask",165076
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Farr Ja Lewvan Sask",180452
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Farr Je Lewvan Sask",210533
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Ferme AG St Amand & fils Inc Perth-Andover NB",208494
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Ferme Givskud Farm Ltd LSD Drummond NB",248090
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Ferme Ed & Dan Levesque Farms Ltd LSD of St André NB",177939
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Fermes Semences Desjardins Seed Farms Ltd DSL de Drummond NB",355799
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Fermes semences Ouellette Seed Farm Ltée Grand Falls NB",147597
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Foster Farms Ltd Moose Mountain NB",108103
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Fraser Valley Duck & Goose Ltd Abbotsford BC",305142
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Frolek Cattle Co Ltd Kamloops BC",111000
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Gogel Farms Inc Regina Sask",197263
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Heidi Farms Ltd Moosomin Sask",191001
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Hinderikus Rademaker LSD of Drummond NB",103273
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Hruska K Gerald Sask",237805
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Jensen Brothers Ltd New Denmark NB",174722
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Johnson V W Dugald Man",113816
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","JVM Van Staveren Farms Inc Griffin Sask",169329
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","K&C Farms Ltd Englefeld Sask",106734
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Les fermes Dionne Ltée Drummond NB",103732
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Les fermes vertes B J Gagnon Ltée LSD St André NB",123056
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Luc Ouellette & fils Inc Drummond NB",112002
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Manitoba Crop Insurance Corporation Portage La Prairie Man",38495895
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","McCargars Feedlot Ltd Dauphin Man",142980
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Ministry of Agriculture & Food of British Columbia Kelowna BC",8470712
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Minister of Finance of Quebec Quebec Que",48582533
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Missouri Coteau Cattle Co Ltd Crane Valley Sask",169680
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Newfoundland Exchequer Account St John's NL",2488179
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Nova Scotia Crop & Livestock Insurance Commision Truro NS",602898
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Ontario Farm Income Disaster Program Guelph Ont",2130273
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Province of New Brunswick Fredericton NB",1447751
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Province of Saskatchewan Regina Sask",15161675
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","P&C AG Ventures Ltd Englefeld Sask",128489
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Pallister Farm Ltd Portage La Prairie Man",532728
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Pankratz Farms Ltd Steinbach Man",125144
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Rodrigue Levesque Farm Ltd St Andre NB",156002
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Rogers River Ranch Ltd Lloydminster Sask",104340
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Saskatchewan Crop Insurance Corporation Melville Sask",107817605
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Shabatoski L Kamsack Sask",325622
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Super Farm Potatoes Ltd LSD of St Andre NB",120610
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Sutter Farming Corporation Hardisty Alta",138838
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Thiessen Acred Ltd Winnipeg Man",180302
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Thomas Kavanaugh & Sons Ltd Grand Falls NB",100350
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Tobique Farms Ltd LSD of Drummond NB",125935
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","White Feather Entreprises Inc Abbotsford BC",203525
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agricultural Policy Framework","Wigmore Farms Ltd Regina Sask",221133
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Agricultural Marketing Programs Act","Alberta Treasury Branches Edmonton Alta",111001
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Agricultural Marketing Programs Act","Bank of Montreal Toronto Ont",6424245
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Agricultural Marketing Programs Act","Bank of Nova Scotia Toronto Ont",307063
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Agricultural Marketing Programs Act","Canadian Imperial Bank of Commerce Toronto Ont",2727474
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Agricultural Marketing Programs Act","Harvest Trust Toronto Ont",492742
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Loan guarantees under the Farm Improvement and Marketing Cooperatives Loans Act","Bank of Montreal Toronto Ont",303909
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Loan guarantees under the Farm Improvement and Marketing Cooperatives Loans Act","Moosomin Credit Union Moosomin Sask",123864
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Loan guarantees under the Farm Improvement and Marketing Cooperatives Loans Act","Royal Bank of Canada Toronto Ont",144667
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income Protection Act Province-based programs","Agricorp Guelph Ont",2305373
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income Protection Act Province-based programs","Alberta-Canada Value Added Calgary Alta",167410
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income Protection Act Province-based programs","Canadian Cattlemens Association Calgary Alta",657963
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income Protection Act Province-based programs","Department of Finance of New Brunswick Fredericton NB",283636
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income Protection Act Province-based programs","Department of Finance of Quebec Quebec Que",60900000
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income Protection Act Province-based programs","Manitoba Association of Agricultural Societies Inc Morris Man",4621169
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income Protection Act Province-based programs","Ministry of Agriculture & Food of British Columbia Kelowna BC",385495
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income Protection Act Province-based programs","Provincial Treasurer Edmonton Alta",328798
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to the Bovine Spongiform Encephalopathy (BSE) Recovery Program","Agricorp Guelph Ont",195104
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to the Bovine Spongiform Encephalopathy (BSE) Recovery Program","Department of Finance of Quebec Quebec Que",520490
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to the Bovine Spongiform Encephalopathy (BSE) Recovery Program","Manitoba Crop Insurance Corporation Portage La Prairie Man",168431
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to the Bovine Spongiform Encephalopathy (BSE) Recovery Program","Ministry of Agriculture of British Columbia Vernon BC",163986
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Canadian Federation of Agriculture Ottawa Ont",1572466
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Canadian Federation of Independent Grocers Willowdale Ont",199300
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Canadian Pork Council Ottawa Ont",538170
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Canadian Poultry and Egg Processors Council Ottawa Ont",23016
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Canadian Produce Marketing Association Ottawa Ont",174448
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Canadian Restaurant and Foodservices Association Toronto Ont",130835
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Canadian Trucking Alliance Ottawa Ont",138247
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Electronic Commerce Council of Canada Toronto Ont",528190
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Equipe Canada Ottawa Ont",165115
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-Food Sector Assistance - Food safety and Food Quality","Packaging Association of Canada Toronto Ont",102020
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Atlantic Canada Export Club Inc Charlottetown PEI",162178
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","BC Salmon Marketing Council Vancouver BC",549000
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","British Columbia Functional Food & Nutraceutical Network Society Vancouver BC",132087
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canada Beef Export Federation Calgary Alta",1279701
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canada Pork International Ottawa Ont",2122878
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Aquaculture Industry Alliance Ottawa Ont",217038
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Beef Breeds Council Calgary Alta",296664
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Cattlemens Association Calgary Alta",816737
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Cervid Council Ottawa Ont",109807
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Food Exporters Association Dons Mills Ont",178323
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian International Grains Institute Winnipeg Man",3000000
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Livestock Genetics Association Guelph Ont",656799
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Malting Barley Technical Centre Winnipeg Man",320156
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Pacific Kazunoko Association Vancouver BC",1281143
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Seed Trade Association Ottawa Ont",111497
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Swine Exporters Association Woodstock Ont",294470
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Vintners Association Ottawa Ont",115681
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canadian Western Agribition Regina Sask",134551
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Canola Council of Canada Winnipeg Man",217864
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Food Processors of Canada Ottawa Ont",816453
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Fur Farmers of Canada Marketing Association Thornhill Man",453715
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","International Grains Council Canary Wharf GB",397800
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","North American Fur Association Toronto Ont",299712
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Pulse Canada Winnipeg Man",101958
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Quebec Agri-Food Export Club St-Bruno Que",672015
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of non-business risk management programs under the Agricultural Policy Framework - International","Spawn on Kelp Operators Association Richmond BC",104263
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Class contribution payments for repositioning of the canadian beef and cattle industry","Agricorp Guelph Ont",13176887
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Class contribution payments for repositioning of the canadian beef and cattle industry","Manitoba Crop Insurance Corporation Portage La Prairie Man",13623129
2004/2005,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Class contribution payments for repositioning of the canadian beef and cattle industry","Minister of Finance of Quebec Quebec Que",7804800
