FSCL_YR,MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,AGRG_PYMT_AMT
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Agricultural Marketing Programs Act","Canadian Imperial Bank of Commerce Carmen Man",1543278
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Agricultural Marketing Programs Act","Canadian Imperial Bank of Commerce Toronto Ont",146439
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Agricultural Marketing Programs Act","Harvest Trust c/o Bank of Montreal Toronto Ont",2259878
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Loan guarantees under the Farm Improvement and Marketing Cooperatives Loan Act","Bank of Nova Scotia Langley BC",541617
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Loan guarantees under the Farm Improvement and Marketing Cooperatives Loan Act","Caisse Populaire Desjardins de St-Eugène St-Eugène Que",209687
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Loan guarantees under the Farm Improvement and Marketing Cooperatives Loan Act","Caisse Populaire Desjardins d'Alma Alma Que",194348
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Loan guarantees under the Farm Improvement and Marketing Cooperatives Loan Act","Drake Credit Union Lanigan Sask",159492
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Loan guarantees under the Farm Improvement and Marketing Cooperatives Loan Act","Sherwood Credit Union Regina Sask",144776
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","AGRICORP Toronto Ont",31158863
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","Agriculture Financial Services Corporation Lacombe Alta",74110703
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","Ministère des finances Province de Québec Que",20459219
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","Newfoundland Exchequer Account St John's NL",156014
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","New Brunswick Minister of Finance Fredericton NB",1147395
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","Nova Scotia Crop and Livestock Insurance Commission Truro NS",535469
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","Prince Edward Island Agricultural Insurance Corporation Charlottetown PEI",1978041
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","Province of British Columbia-Ministry of Agriculture and Food Kelowna BC",8194418
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","Province of Manitoba-Manitoba Crop Insurance Corporation Portage-La-Prairie Man",39467286
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","Province of Saskatchewan-General Revenue Fund Regina Sask",13814406
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Payments in connection with the Farm Income—Protection Act Crop Insurance Program","Saskatchewan Crop Insurance Corporation Melville Sask",64260240
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","AGRICORP Toronto Ont",1468961
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Agriculture Adaptation Council Ont",8116087
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Agriculture Financial Services Corporation Lacombe Alta",1681659
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Alberta-Canada Beef Industry Development Fund Calgary Alb",907902
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Alberta-Canada Hog Industry Development Fund Edmonton Alta",100703
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Alberta-Canada Value-Added Industry Development Fund Calgary Alta",2864092
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Canadian Cattlemen's Association Calgary Alta",1250000
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Government of the North West Territories Yellowknife NWT",340000
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Finance Department - Province of Quebec Quebec Que",50573000
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Newfoundland Exchequer Account St John's NL",3064417
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Nova Scotia Department of Agriculture and Fisheries Truro NS",1126664
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Prince Edward Island Agricultural Insurance Corporation Charlottetown PEI",1903755
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Province of British Columbia-Ministry of Agriculture and Food Kelowna BC",1891287
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Province of British Columbia-Ministry of Agriculture and Food Whole Farm Insurance Program Vernon BC",632331
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Province of British Columbia-Ministry of Agriculture and Food Victoria BC",1100000
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Province of Manitoba-Manitoba Crop Insurance Corporation Portage-La-Prairie Man",807977
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management","Province of Ontario-Provincial Treasurer Toronto Ont",7811000
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Agricultural Financial Services Corporation Lacombe Alta",56382053
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Minister of Finance Lacombe Alta",54761578
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","AGRICORP (Ontario) Guelph Ont",31013963
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","La Financière Agricole Du Québec Lévis Que",7405379
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","PEI Agricultural Insurance Corporation Charlottetown PEI",4334793
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","BC Whole Farm Insurance Program Vernon BC",3470882
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Ontario Farm Income Disaster Program Guelph Ont",2142326
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","4135458 Manitoba Ltd Winnipeg Man",132457
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","622924 Saskatchewan Ltd Nipawin Sask",170295
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","A Hurd Farms Ltd Melfort Sask",101735
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Annapolis Valley Cranberry Enterprises Inc Granville Ferry NS",106877
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Beattie Enterprises Ltd Tisdale Sask",100430
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Bench Hutterian Brethren Corp Shaunovan Sask",148997
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Box Elder Hutterian Brethren Lethbridge Alta",272424
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Bromac Farm Ltd Radisson Sask",272716
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","B&L Blackwell Farms Ltd Dinsmore Sask",128143
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Carefoot Farms Ltd Swift Current Sask",121367
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Carmichael Hutterian Brethren Swift Current Sask",233251
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Crawford Acres Ltd Simpson Sask",155621
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Crystal Spring Colony Farms Ltd Winnipeg Man",121016
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Cypress Hutterian Colony Maple Creek Sask",309565
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Dobson Terry Herschel Sask",126761
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Edwin Potato Growers Ltd Portage la Prairie Man",134660
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Fortin Farms Ltd Souris Man",118952
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Fridfinnson Enterprises Ltd Winnipeg Man",143067
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","G E Collins & Sons Ltd Amherst NS",266266
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Gessell Farms Ltd Delisle Sask",115548
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Gilbert Nadeau Ltd Fannystelle Man",119149
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Glidden Hutterian Brethren Saskatoon Sask",135991
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","GM Farms Ltd Melfort Sask",192954
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Golden Wheat Farms Ltd Brunkild Man",118575
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Greening Farms Ltd Lampman Sask",144767
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Harrison's Blueberry Enterprises Ltd Southampton NS",101144
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Heritage Valley Farms Ltd Stewart Valley Sask",130904
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Hillcrest Hutterian Brethren Church Saskatoon Sask",170737
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Hutterian Brethren Church of Springcreek Walsh Alta",350502
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Hutterian Brethren of Huron Ltd Swift Current Sask",113789
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","John Buhr Farms Ltd Beechy Sask",113320
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","K & G Farm Corporation Beausejour Man",185771
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Kyle Hutterian Brethren Kyle Sask",184584
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Larock Farms Inc Eatonia Sask",124233
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Lepp Dennis M Dalmeny Sask",126557
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Louac Farms Ltd Osler Sask",169497
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Millhouse Farms Inc Cut Knife Sask",108006
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Misty Ridge Farms Ltd Leask Sask",124027
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Musgrave Enterprises Ltd McCreary Man",119629
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","M&B Mclean Farms Ltd Melfort Sask",147580
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Northern Breeze Colony Farms Ltd Portage la Prairie Man",227734
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Parklane Farms Ltd Lewvan Sask",128564
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Penner Randall Petersfield Man",100894
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Prairie Sky Farm Inc Cut Knife Sask",106892
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","R L Wolfe Ltd MacGregor Man",102501
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","R Oliphant Farms Ltd Eston Sask",101947
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Riverview Hutterian Brethren Church Saskatoon Sask",140051
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Rocking L Ranch Ltd Wawota Sask",119150
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Rosedale Farms Limited Weymouth NS",177195
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","S S Johnson Farms Ltd Winnipeg Man",105520
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Sand Lake Hutterian Brethren Inc Swift Current Sask",171088
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Schiewe Farms Ltd St Jean Man",141941
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Smith Potato Farms Ltd Carman Man",435000
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Thiessen Acres Ltd Winnipeg Man",213478
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Vestfold Ranches Ltd Inwood Man",106205
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","West Bench Hutterian Brethren Swift Current Sask",192750
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","White Mud Farms Inc Woodside Man",102478
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for agricultural risk management—Canadian farm income program","Wilfred Harder Inc Lowe Farm Man",114241
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Canadian Agriculture Safety Program Saskatoon Sask",1017695
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Canadian Cooperative Association Ottawa Ont",614709
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Canadian Farm Business Management Council Ottawa Ont",1271249
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Canadian Federation of Agriculture Ottawa Ont",1495257
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Canadian 4-H Program Ottawa Ont",365180
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Canadian Horticulture Council Ottawa Ont",851325
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Canadian Food Inspection Agency Ottawa Ont",2058344
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Canadian Pork Council (National Environmental Management System Initiative) Ottawa Ont",179715
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Fruit and Vegetable Dispute Resolution Corporation Ottawa Ont",174433
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","IOGEN Ottawa Ont",350000
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","National Farmers Union Saskatoon Sask",114097
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","VIDO-DNA Saskatoon Sask",535952
2002/2003,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions to facilitate adaptation and rural development within the agriculture and agri-food sector","Wildlife Habitat Canada (Countryside Canada) Ottawa Ont",225000
