FSCL_YR,MINC,MINE,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grant payments for the AgriStability program","C H R Mink Farm Ltd, Bridgetown, Nova Scotia",0,100063
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grant payments for the AgriStability program","Hillsdale Fur Farm Ltd, Weymouth, Nova Scotia",0,298597
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grant payments for the AgriStability program","R L Wolfe Ltd, Macgregor, Manitoba",0,347300
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grant payments for the AgriStability program","Recoveries (4,149 recipients)",0,-8794385
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grant payments for the AgriStability program","Transfer Payments under $100,000 (7,528 recipients)",0,5993257
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grant payments for the AgriStability program","Victory Farms Inc, Weymouth, Nova Scotia",0,184086
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grant payments for the AgriStability program",,-1770468,0
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grant payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative","Recoveries (91 recipients)",0,-67376
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grant payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative",,-67376,0
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grants in support of the Cost of Production Benefit","Recoveries (2 recipients)",0,-1929
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grants in support of the Cost of Production Benefit",,-1929,0
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grants in support of the Grain and Oilseed Payment program","Recoveries (10 recipients)",0,-14701
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Grants in support of the Grain and Oilseed Payment program",,-14701,0
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Loan guarantees under the Canadian Agricultural Loans Act","Recoveries (19 recipients)",0,-39245
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Loan guarantees under the Canadian Agricultural Loans Act","Transfer Payments under $100,000 (3 recipients)",0,137977
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Loan guarantees under the Canadian Agricultural Loans Act",,98732,0
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Access Credit Union, Carman, Manitoba",0,1832812
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Alberta Treasury Branches Financial, Calgary, Alberta",0,2720968
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Bank of Nova Scotia, Halifax, Nova Scotia",0,1422765
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","BC Breeders and Feeders Association, Quesnel, British Columbia",0,129440
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Beef Farmers of Ontario, Guelph, Ontario",0,529645
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","BMO Financial Group, Toronto, Ontario",0,4971875
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","CIBC, Toronto, Ontario",0,19250530
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Desjardins Group, Levis, Quebec",0,175191
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Fédération des producteurs acéricoles du Québec, Longueuil, Quebec",0,146193
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Feeder Association of Alberta Ltd, Edmonton, Alberta",0,707799
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","National Bank of Canada, Montréal, Quebec",0,1504075
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Province of Saskatchewan, Regina, Saskatchewan",0,221493
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Recoveries (4,208 recipients)",0,-13754322
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Royal Bank of Canada, Toronto, Ontario",0,950979
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Toronto-Dominion Bank, Toronto, Ontario",0,141197
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Transfer Payments under $100,000 (30 recipients)",0,153275
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act","Western Cash Advance Inc, Barrhead, Alberta",0,1053800
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","(S) Payments in connection with the Agricultural Marketing Programs Act",,22157715,0
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriCompetitiveness program under Growing Forward 2","Canadian 4-H Council, Ottawa, Ontario",0,1059388
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriCompetitiveness program under Growing Forward 2","Canadian Agricultural Safety Association, Winnipeg, Manitoba",0,690000
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriCompetitiveness program under Growing Forward 2","Canadian Young Farmer's Forum, Middle Lake, Saskatchewan",0,234487
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriCompetitiveness program under Growing Forward 2","Farm Management Canada, Ottawa, Ontario",0,842000
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriCompetitiveness program under Growing Forward 2","Transfer Payments under $100,000 (1 recipient)",0,32500
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriCompetitiveness program under Growing Forward 2",,2858375,0
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","A and L Biologicals Inc, London, Ontario",0,412085
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Abcelex Technologies Inc, Mississauga, Ontario",0,180247
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Agrivita Canada Inc, Saskatoon, Saskatchewan",0,308633
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Alberta Barley Commission, Calgary, Alberta",0,581247
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Aliments ultima Inc, Longueuil, Quebec",0,144500
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Asparagus Farmers of Ontario, Simcoe, Ontario",0,130093
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Atlantic Grains Council, Moncton, New Brunswick",0,262369
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Backerhaus Veit Ltd, Woodbridge, Ontario",0,990000
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Bioindustrial Innovation Canada, Sarnia, Ontario",0,2165700
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Biovet Inc, Saint-Hyacinthe, Quebec",0,243767
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Bonduelle Canada Inc, St-Denis sur Richelieu, Quebec",0,1402130
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","British Columbia Fruit Growers Association, Kelowna, British Columbia",0,238901
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","British Columbia Wine Grape Council, Peachland, British Columbia",0,132375
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Buddy's Kitchen Inc, Aurora, Ontario",0,556500
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian Association of Fairs and Exhibitions, Brandon, Manitoba",0,109452
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian Cattlemen's Association, Calgary, Alberta",0,2407384
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian Centre for Swine Improvement Inc, Ottawa, Ontario",0,432749
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian Field Crop Research Alliance, Guelph, Ontario",0,225478
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian Food Innovators, Winnipeg, Manitoba",0,699867
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian Horticultural Council, Ottawa, Ontario",0,1266917
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian International Grains Institute, Winnipeg, Manitoba",0,900000
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian Ornamental Horticulture Alliance, Guelph, Ontario",0,608467
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian Poultry Research Council, Ottawa, Ontario",0,1182333
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canadian Swine Research and Development Cluster Inc, Québec, Quebec",0,3175338
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Canola Council of Canada, Winnipeg, Manitoba",0,2198941
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Cennatek Bioanalytical Services, London, Ontario",0,460704
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Centre de recherche de développement et de transfert technologique acéricole Inc, Saint-Norbert-d'Arthabaska, Quebec",0,106661
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Centre de recherche en sciences animales de Deschambault, Deschambault, Quebec",0,150731
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Centre d'expertise en production ovine du Québec, Sainte-Anne-de-la-Pocatière, Quebec",0,151554
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","CNA Diagnostics Inc, Calgary, Alberta",0,158020
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Competitive Green Technologies, Leamington, Ontario",0,647105
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Composites Innovation Centre, Winnipeg, Manitoba",0,261934
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Dairy Farmers of Canada, Ottawa, Ontario",0,2450000
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","DL Seeds Inc, Morden, Manitoba",0,167200
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Ducks Unlimited Canada, Stonewall, Manitoba",0,150437
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Eastern Canada Oilseeds Development Alliance Inc, Charlottetown, Prince Edward Island",0,562888
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Éleveurs de volailles du Québec, Longueuil, Quebec",0,213940
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Eli Lilly Canada Inc, Scarborough, Ontario",0,207109
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Fédération des producteurs acéricoles du Québec, Longueuil, Quebec",0,365889
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Ferme onésime pouliot Inc, Saint-Jean d'Orléans, Quebec",0,116437
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Fertilizer Canada, Ottawa, Ontario",0,245249
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Fibre Monark Inc, Granby, Quebec",0,225830
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Flax Council of Canada, Winnipeg, Manitoba",0,196627
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Fondation pour l'amélioration génétique de la laitue et des légume feuilles, Saint-Cyprien-de-Napierville, Quebec",0,251706
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Food and Consumer Products of Canada, Toronto, Ontario",0,124472
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Fruit d'Or Inc, Villeroy, Quebec",0,9399250
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Glenora Distillers International Ltd, Lower Sackville, Nova Scotia",0,650000
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","La meunerie milanaise Inc, Milan, Quebec",0,2333973
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Logiag Inc, Châteauguay, Quebec",0,250000
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Lower Mainland Horticulture Improvement Association, Abbotsford, British Columbia",0,504154
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Macaloney Brewers and Distillers Ltd, Victoria, British Columbia",0,2299400
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Martins Family Fruit Farm Ltd, Waterloo, Ontario",0,121602
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Mustard 21 Canada Inc, Saskatoon, Saskatchewan",0,670500
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","National Sunflower Association of Canada, Carman, Manitoba",0,289043
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Ontario Ginseng Growers Association, Simcoe, Ontario",0,107411
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Ontario Greenhouse Vegetable Growers, Leamington, Ontario",0,337605
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Ontario Hazelnut Association, Courtland, Ontario",0,204568
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Organic Federation of Canada, Montréal, Quebec",0,1641386
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Parrish and Heimbecker Ltd, Lethbridge, Alberta",0,1500000
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Pioneer Hi-Bred Production Ltd, Mississauga, Ontario",0,783807
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","POS Pilot Plant Corporation, Saskatoon, Saskatchewan",0,172692
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Prairie Tide Chemicals Inc, Saskatoon, Saskatchewan",0,107500
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Production en régie intégrée du sud de Montréal, Sherrington, Quebec",0,163652
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Riverside Natural Foods Ltd, Concord, Ontario",0,375000
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Saskatchewan Canola Development Commission, Saskatoon, Saskatchewan",0,524605
2015/2016,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Contribution payments for the AgriInnovation program under Growing Forward 2","Saskatchewan Pulse Growers, Saskatoon, Saskatchewan",0,1638382
